"Enddatetime","TimerName","UserName","Event_ID"
"26/10/2016 16:06:10","CKPT:WINDOWSSESSIONMONITOR-ALL","BMOORE005",231
"26/10/2016 16:06:11","USR:MPG.DOCUMENTATION_PE.O1 - LOAD COMPONENT","LLOCKE",770
"26/10/2016 16:06:29","USR: DYNDOC ADD DOCUMENT","DCHHAGANLAL",402
"26/10/2016 16:06:53","USR:PWR-CREATE VIEW","VPONNEQUIN",1391
"26/10/2016 16:06:53","USR:PWR-OPEN CHART","VPONNEQUIN",1395
"26/10/2016 16:06:53","USR:ORM.SIGNORDERS-INVOKEDISCERN","KMEYER008",644
"26/10/2016 16:06:57","CKPT:WINDOWSSESSIONMONITOR-ALL","MLOPEZVIZCARRA",898
"26/10/2016 16:07:32","USR:ORM.CONVERTTOPRESCRIPTIONMR-BEGIN","LLOCKE",800
"26/10/2016 16:07:46","USR:PWR-CREATE VIEW","DCHHAGANLAL",500
"26/10/2016 16:08:10","USR:PWR-SHOW VIEW","AFRENCH",175
"26/10/2016 16:08:46","USR: DYNDOC SIGN DOCUMENT","DCHHAGANLAL",406
"26/10/2016 16:08:48","USR:PWR.PVINBOX.OPEN CONFIGURATION","VPONNEQUIN",1411
"26/10/2016 16:09:00","USR:PWR.PVINBOX.OPEN CATEGORY.DOCUMENTS CLASS","VPONNEQUIN",1408
"26/10/2016 16:09:14","USR: PROCESS DISCERN ALERTS","VPONNEQUIN",1312
"26/10/2016 16:09:17","USR:ORM.BUILDSDL","LLOCKE",798
"26/10/2016 16:09:29","USR:ORM.BUILDSDL","LLOCKE",798
"26/10/2016 16:09:33","USR: START CHART","MSAMBERG001",1051
"26/10/2016 16:09:35","USR:MPG.ORDERSELECTION.O2 - LOAD COMPONENT","BMOORE005",284
"26/10/2016 16:10:47","CAP:ORM.DISPLAYPREFERREDPHARMACYDIALOG","LLOCKE",710
"26/10/2016 16:10:54","USR:ORM.SIGNORDERS-NONMEDDUPCHECKDLGONCREATE","LLOCKE",829
"26/10/2016 16:11:04","USR:ORM.SIGNORDERS-NONMEDDUPCHECK","BMOORE005",324
"26/10/2016 16:11:15","USR:ORM.SIGNORDERS-BEGIN","LLOCKE",825
"26/10/2016 16:11:27","USR:PWR-SWITCHFRAME","AFRENCH",176
"26/10/2016 16:11:28","USR: DYNDOC SAVE DOCUMENT","AFRENCH",52
"26/10/2016 16:11:40","USR:PWR-SHOW VIEW","BMOORE005",343
"26/10/2016 16:11:43","USR:ORM.ENHANCEDDETAILSTABCREATED","KMEYER008",629
"26/10/2016 16:11:44","USR:MPG.AMB_ORG_LOAD - BUILD COLUMNS(MY_DAY)","DCHHAGANLAL",420
"26/10/2016 16:11:53","USR:PWR-FRAMEWORK CHART OPEN POST-CREATE","DCHHAGANLAL",501
"26/10/2016 16:11:56","USR:PWR-REFRESH VIEW","KMEYER008",665
"26/10/2016 16:11:59","CKPT:WINDOWSSESSIONMONITOR-ALL","MLOPEZVIZCARRA",898
"26/10/2016 16:12:06","USR:PWR-SWITCHFRAME","DCHHAGANLAL",506
"26/10/2016 16:12:11","USR:PROBDXLIST.LOAD PROFILE","MSAMBERG001",1123
"26/10/2016 16:12:13","CKPT:WINDOWSSESSIONMONITOR-ALL","KMEYER008",556
"26/10/2016 16:12:17","USR:PWR-FRAMEWORK CHART OPEN POST-CREATE","AFRENCH",171
"26/10/2016 16:12:18","CKPT:WINDOWSSESSIONMONITOR-ALERT","LLOCKE",721
"26/10/2016 16:12:21","CAP:MPG:ORDERSELECTION.O2_CELL_CLICK","MSAMBERG001",1016
"26/10/2016 16:12:22","CKPT:WINDOWSSESSIONMONITOR-ALL","MLOPEZVIZCARRA",898
"26/10/2016 16:12:37","USR:MPG.DOCUMENTATION_PE.O1 - LOAD COMPONENT","AFRENCH",88
"26/10/2016 16:12:37","CAP:MPG LAUNCH MPAGE","VPONNEQUIN",1268
"26/10/2016 16:12:43","USR:MPG.DOCUMENTATION_ROS.O1 - LOAD COMPONENT","VPONNEQUIN",1334
"26/10/2016 16:12:53","USR:PWR-REFRESH VIEW","LLOCKE",848
"26/10/2016 16:12:55","CAP:MPG DETAILED REVIEW SUBSECTION - CLICK NAVIGATOR LINK","VPONNEQUIN",1266
"26/10/2016 16:12:55","USR:MPG.LABORATORY.WF - LOAD COMPONENT","LLOCKE",776
"26/10/2016 16:13:05","USR:ORM.RECORDENHANCEDDISCHARGERECONCILIATION","VPONNEQUIN",1375
"26/10/2016 16:13:18","USR:PWR-FRAMEWORK CHART OPEN POST-CREATE","MLOPEZVIZCARRA",982
"26/10/2016 16:13:19","USR:PWR-SHOW VIEW","MLOPEZVIZCARRA",986
"26/10/2016 16:13:29","USR:ORM.PLACENEWORDER-INVOKEORDERSENTENCE","DCHHAGANLAL",483
"26/10/2016 16:13:30","USR:ORM.ENHANCEDDETAILSTABCREATED","DCHHAGANLAL",467
"26/10/2016 16:13:47","ENG:ORM.SIGNORDERS-SAVETODATABASE","MSAMBERG001",1032
"26/10/2016 16:13:47","USR:ORM.SIGNORDERS-SAVETODATABASE","MSAMBERG001",1118
"26/10/2016 16:13:49","USR:PWR-SWITCHFRAME","BMOORE005",344
"26/10/2016 16:13:54","USR:MPG.AMB_ORG_LOAD - ADDBUTTON","BMOORE005",259
"26/10/2016 16:14:15","USR:PWR-CREATE VIEW","BMOORE005",339
"26/10/2016 16:14:19","USR:PWR-FRAMEWORK CHART OPEN POST-CREATE","AFRENCH",171
"26/10/2016 16:14:19","CKPT:WINDOWSSESSIONMONITOR-ALERT","LLOCKE",721
"26/10/2016 16:14:20","USR:MPG.ACTIONS_SIT_AWARENESS.O1 - LOAD COMPONENT","BMOORE005",255
"26/10/2016 16:14:20","USR:MPG.ORDERPROFILE.O1 - LOAD COMPONENT","AFRENCH",114
"26/10/2016 16:14:22","USR:MPG.PATHOLOGY.O2 - LOAD COMPONENT","AFRENCH",118
"26/10/2016 16:15:46","USR:ORM.ENHANCEDDETAILSTABCREATED","DCHHAGANLAL",467
"26/10/2016 16:15:49","CKPT:WINDOWSSESSIONMONITOR-ALERT","LLOCKE",721
"26/10/2016 16:16:03","USR:PWR-CLOSECHART","LLOCKE",843
"26/10/2016 16:16:06","CKPT:WINDOWSSESSIONMONITOR-ALL","KMEYER008",556
"26/10/2016 16:16:09","CKPT:WINDOWSSESSIONMONITOR-ALL","DCHHAGANLAL",394
"26/10/2016 16:16:44","CKPT:WINDOWSSESSIONMONITOR-ALL","MSAMBERG001",1030
"26/10/2016 16:16:48","USR:ORM.LOADORDERPROFILE","DCHHAGANLAL",479
"26/10/2016 16:18:01","USR:ORM.SIGNORDERS-NONMEDDUPCHECKDLGONCREATE","DCHHAGANLAL",492
"26/10/2016 16:18:51","USR:ORM.SIGNORDERS-SAVETODATABASE","DCHHAGANLAL",493
"26/10/2016 16:18:51","CKPT:WINDOWSSESSIONMONITOR-ALERT","LLOCKE",721
"26/10/2016 16:20:16","USR:PWR-OPEN CHART","MSAMBERG001",1132
"26/10/2016 16:20:22","USR:PWR-REFRESH VIEW","DCHHAGANLAL",504
"26/10/2016 16:20:24","USR:PWR-CLOSECHART","DCHHAGANLAL",499
"26/10/2016 16:20:47","USR: CLINICAL NOTES: CREATE COMPONENT","MSAMBERG001",1037
"26/10/2016 16:20:50","CAP:MPG DETAILED REVIEW SUBSECTION - CLICK NAVIGATOR LINK","LLOCKE",689
"26/10/2016 16:22:03","USR:MPG.VISITS.O2 - LOAD COMPONENT","LLOCKE",792
"26/10/2016 16:22:23","CKPT:WINDOWSSESSIONMONITOR-ALERT","LLOCKE",721
"26/10/2016 16:22:27","CKPT:WINDOWSSESSIONMONITOR-ALL","MLOPEZVIZCARRA",898
"26/10/2016 16:22:31","USR:MPG.NEW_ORDER_ENTRY.O2 - LOAD COMPONENT","MSAMBERG001",1079
"26/10/2016 16:22:34","USR: START CHART","MSAMBERG001",1051
"26/10/2016 16:22:52","USR:MPG.CONSOL_PROB.O1 - LOAD COMPONENT","VPONNEQUIN",1329
"26/10/2016 16:23:47","USR:ORM.BUILDSDL","VPONNEQUIN",1355
"26/10/2016 16:23:49","USR:ORM.ENHANCEDDETAILSTABCREATED","VPONNEQUIN",1361
"26/10/2016 16:23:52","USR:MPG.HOME_MEDS.O2 - LOAD COMPONENT","MSAMBERG001",1074
"26/10/2016 16:23:54","CKPT:WINDOWSSESSIONMONITOR-ALERT","LLOCKE",721
"26/10/2016 16:23:56","USR:ORM.BUILDSDL","VPONNEQUIN",1355
"26/10/2016 16:24:56","USR:ORM.SIGNORDERS-INVOKEINTERACTIONCHECKING","VPONNEQUIN",1380
"26/10/2016 16:25:00","USR:POWERPLANS.SIGN PLANS","VPONNEQUIN",1387
"26/10/2016 16:25:00","USR:MPG.ORDERS.O2 - LOAD COMPONENT","VPONNEQUIN",1344
"26/10/2016 16:25:03","CAP: DYNDOC HIDE EMPTY SECTIONS","DCHHAGANLAL",360
"26/10/2016 16:25:37","CAP:ORM.SIGNENCOUNTERDIAGNOSES","DCHHAGANLAL",387
"26/10/2016 16:25:38","USR:MPG.ORDERS.O1 - LOAD COMPONENT","DCHHAGANLAL",447
"26/10/2016 16:25:38","USR:MPG.NEW_ORDER_ENTRY.O2 - LOAD COMPONENT","DCHHAGANLAL",446
"26/10/2016 16:26:12","USR:MPG.DOCUMENTS.O2 - LOAD COMPONENT","DCHHAGANLAL",435
"26/10/2016 16:26:12","USR:PWR-CLOSECHART","DCHHAGANLAL",499
"26/10/2016 16:27:01","CAP:MPG MPAGE VIEWPOINT CLICK ON SCRATCHPAD","VPONNEQUIN",1269
"26/10/2016 16:27:17","CKPT:WINDOWSSESSIONMONITOR-ALL","KMEYER008",556
"26/10/2016 16:27:31","USR:MPG.CUSTOM_COMP.O1 - LOAD COMPONENT","AFRENCH",83
"26/10/2016 16:27:46","USR:ORM.SIGNORDERS-NONMEDDUPCHECK","VPONNEQUIN",1381
"26/10/2016 16:28:03","USR:PWR-CREATE VIEW","LLOCKE",844
"26/10/2016 16:28:03","CAP:MPG NEW ORDER ENTRY O2 CLICK ON ORDER FROM SEARCH","BMOORE005",198
"26/10/2016 16:28:05","ENG:ORM.SIGNORDERS-SAVETODATABASE","VPONNEQUIN",1296
"26/10/2016 16:28:08","CAP:MPG.AMB_ORG_PACKAGE-AOV1.5","LLOCKE",704
"26/10/2016 16:28:09","CAP:MPG VITALS O2 VIEW TYPE","BMOORE005",206
"26/10/2016 16:28:10","USR:MPG.AMB_ORG_LOAD - LOAD COMPONENT","LLOCKE",760
"26/10/2016 16:28:12","USR:PWR-CREATE VIEW","VPONNEQUIN",1391
"26/10/2016 16:28:54","USR:MPG.DOCUMENTS.O2 - LOAD COMPONENT","VPONNEQUIN",1335
"26/10/2016 16:29:00","USR:MPG.CONSOL_PROB.O2 - LOAD COMPONENT","VPONNEQUIN",1330
"26/10/2016 16:29:08","USR:ORM.LOADORDERPROFILE","VPONNEQUIN",1369
"26/10/2016 16:29:11","USR:PWR-CREATE VIEW","MSAMBERG001",1128
"26/10/2016 16:29:20","CAP:ORM.SIGNPOTENTIALDIAGNOSES","MSAMBERG001",1026
"26/10/2016 16:29:21","USR:REGIMENS.DISPLAY REGIMEN","BMOORE005",358
"26/10/2016 16:29:32","USR:ORM.SIGNORDERS-NONMEDDUPCHECKDLGONCREATE","VPONNEQUIN",1382
"26/10/2016 16:29:34","USR: START CHART","MSAMBERG001",1051
"26/10/2016 16:29:43","USR:MPG.MP_UNIFIED_DRIVER LOAD ENTIRE PAGE","DCHHAGANLAL",444
"26/10/2016 16:29:51","USR:PWR-SWITCHFRAME","KMEYER008",667
"26/10/2016 16:30:14","CKPT:WINDOWSSESSIONMONITOR-ALL","VPONNEQUIN",1294
"26/10/2016 16:30:19","USR:MPG.DOCUMENTS.O2 - LOAD COMPONENT","MSAMBERG001",1073
"26/10/2016 16:30:20","USR:POWERPLANS.LOAD PLAN DATA","KMEYER008",650
"26/10/2016 16:30:32","CAP:ORM.ORDERSENTENCERETRIEVEUNFILTERED","KMEYER008",548
"26/10/2016 16:31:10","USR:ORM.PLACENEWORDER-INVOKEORDERSENTENCE","KMEYER008",637
"26/10/2016 16:31:11","USR:ORM.ENHANCEDDETAILSTABCREATED","KMEYER008",629
"26/10/2016 16:31:14","USR:ORM.BATCHLOADFORMULARYINFOVERSION3","KMEYER008",622
"26/10/2016 16:31:20","CKPT:WINDOWSSESSIONMONITOR-ALL","DCHHAGANLAL",394
"26/10/2016 16:31:51","USR:PWR.PVINBOX.OPEN CATEGORY.DOCUMENTS CLASS","LLOCKE",861
"26/10/2016 16:31:53","CAP:MPG_CONSOLIDATED_PROBLEMS_02_SEARCH_WINDOW","BMOORE005",215
"26/10/2016 16:31:54","USR:ORM.DISPLAYORDERABLESEARCHRESULTS","KMEYER008",627
"26/10/2016 16:31:56","CKPT:WINDOWSSESSIONMONITOR-ALL","AFRENCH",34
"26/10/2016 16:31:57","USR:PWR-CREATE VIEW","LLOCKE",844
"26/10/2016 16:31:58","USR: PROCESS DISCERN ALERTS","KMEYER008",570
"26/10/2016 16:32:49","CKPT:WINDOWSSESSIONMONITOR-ALERT","KMEYER008",555
"26/10/2016 16:32:58","USR:PWR-CREATE VIEW","DCHHAGANLAL",500
"26/10/2016 16:33:43","USR:MPG.DOCUMENTS.O2 - LOAD COMPONENT","MSAMBERG001",1073
"26/10/2016 16:33:47","USR:MPG.NEW_ORDER_ENTRY.O2 - LOAD COMPONENT","MSAMBERG001",1079
"26/10/2016 16:34:07","CAP:MPG.PATIENT_EDUCATION.O2 - RENDERING COMPONENT","MSAMBERG001",1015
"26/10/2016 16:34:14","USR:ORM.SIGNORDERS-SAVETODATABASE","DCHHAGANLAL",493
"26/10/2016 16:34:17","USR:POWERPLANS.LOAD PLAN DATA","DCHHAGANLAL",494
"26/10/2016 16:35:25","USR:PWR-CREATE VIEW","LLOCKE",844
"26/10/2016 16:35:29","USR:PWR-SWITCHFRAME","LLOCKE",850
"26/10/2016 16:36:08","USR:ORM.GETTHERAPEUTICSUBSTITUTIONS","MSAMBERG001",1100
"26/10/2016 16:36:30","USR:MPG.ORDERSELECTION.O2 - LOAD COMPONENT","LLOCKE",786
"26/10/2016 16:36:31","USR:PWR-SWITCHFRAME","MSAMBERG001",1135
"26/10/2016 16:36:42","USR: START CHART","BMOORE005",247
"26/10/2016 16:36:50","USR:MPG.AMB_ORG_LOAD - BUILD COLUMNS(MY_DAY)","BMOORE005",260
"26/10/2016 16:37:02","CAP:MPG NEW ORDER ENTRY SEARCH","LLOCKE",696
"26/10/2016 16:37:20","USR:MPG.CONSOL_PROB.O2 - LOAD COMPONENT","LLOCKE",765
"26/10/2016 16:37:34","USR:MPG.MP_UNIFIED_DRIVER LOAD ENTIRE PAGE","BMOORE005",279
"26/10/2016 16:37:45","CAP:MPG NEW ORDER ENTRY O1 ADD TO SCRATCHPAD FROM SEARCH","LLOCKE",693
"26/10/2016 16:38:14","USR:ORM.GETTHERAPEUTICSUBSTITUTIONS","LLOCKE",807
"26/10/2016 16:38:15","USR:ORM.GETTHERAPEUTICSUBSTITUTIONS","LLOCKE",807
"26/10/2016 16:38:29","USR: PROCESS DISCERN ALERTS","LLOCKE",743
"26/10/2016 16:39:31","USR:MPG.NEW_ORDER_ENTRY.O1 - LOAD COMPONENT","LLOCKE",782
"26/10/2016 16:39:32","CKPT:WINDOWSSESSIONMONITOR-ALERT","LLOCKE",721
"26/10/2016 16:39:48","USR:MPG.CONSOL_PROB.O2 - LOAD COMPONENT","DCHHAGANLAL",428
"26/10/2016 16:40:11","CAP:ORM.SIGNSIMPLESTYLEFUTUREORDERS","LLOCKE",717
"26/10/2016 16:40:12","USR:ORM.SIGNORDERS-NONMEDDUPCHECKDLGONCREATE","LLOCKE",829
"26/10/2016 16:40:58","USR:ORM.SIGNORDERS-INVOKEDISCERN","DCHHAGANLAL",489
"26/10/2016 16:41:19","USR:PWR-CREATE VIEW","VPONNEQUIN",1391
"26/10/2016 16:41:30","USR:PWR-SHOW VIEW","VPONNEQUIN",1397
"26/10/2016 16:41:30","CKPT: DOC STOP PN TAB","VPONNEQUIN",1293
"26/10/2016 16:41:30","USR: DOCV: LOAD DOCUMENT VIEWER","VPONNEQUIN",1305
"26/10/2016 16:41:32","CKPT:WINDOWSSESSIONMONITOR-ALERT","LLOCKE",721
"26/10/2016 16:41:42","USR:PWR-SWITCHFRAME","VPONNEQUIN",1398
"26/10/2016 16:41:59","CKPT:WINDOWSSESSIONMONITOR-ALL","AFRENCH",34
"26/10/2016 16:42:01","USR:REGIMENS.DISPLAY REGIMEN","LLOCKE",870
"26/10/2016 16:42:01","USR:ORM.BATCHLOADFORMULARYINFOVERSION3","LLOCKE",797
"26/10/2016 16:42:14","USR: PROCESS DISCERN ALERTS","LLOCKE",743
"26/10/2016 16:42:15","CAP:ORM.INVOKECANCELDCFROMINTERACTIONCHECKING","LLOCKE",711
"26/10/2016 16:42:46","USR:PWR-CLOSECHART","LLOCKE",843
"26/10/2016 16:43:07","USR:ORM.PLACENEWORDER-CREATEOBJECT","DCHHAGANLAL",482
"26/10/2016 16:43:08","USR:ORM.PLACENEWORDER-INVOKEORDERSENTENCE","DCHHAGANLAL",483
"26/10/2016 16:43:09","CAP:ORM.NEWORDERMISSINGREQUIREDDETAILS","DCHHAGANLAL",383
"26/10/2016 16:44:31","USR:PWR-SHOW VIEW","DCHHAGANLAL",505
"26/10/2016 16:44:35","USR:PWR-REFRESH VIEW","DCHHAGANLAL",504
"26/10/2016 16:44:44","USR:MPG.ORDERSELECTION.O2 - LOAD COMPONENT","VPONNEQUIN",1345
"26/10/2016 16:44:44","USR:MPG.ORDERSELECTION.O2 - LOAD COMPONENT","VPONNEQUIN",1345
"26/10/2016 16:45:19","CKPT:WINDOWSSESSIONMONITOR-ALL","VPONNEQUIN",1294
"26/10/2016 16:45:30","CAP:MPG MPAGE VIEWPOINT CLICK ON SCRATCHPAD","VPONNEQUIN",1269
"26/10/2016 16:45:35","USR:POWERPLANS.LOAD PLAN DATA","DCHHAGANLAL",494
"26/10/2016 16:45:36","USR:ORM.GETTHERAPEUTICSUBSTITUTIONS","VPONNEQUIN",1362
"26/10/2016 16:45:49","USR:MPG.AMB_ORG_LOAD - REFRESH(MY_DAY)","LLOCKE",761
"26/10/2016 16:45:51","USR:MPG.ORDERS.O1 - LOAD COMPONENT","VPONNEQUIN",1343
"26/10/2016 16:45:51","USR:MPG.HOME_MEDS.O2 - LOAD COMPONENT","VPONNEQUIN",1336
"26/10/2016 16:46:16","USR:PWR-CLOSECHART","LLOCKE",843
"26/10/2016 16:46:16","CAP:MPG SCRATCHPAD ORDERS FOR SIGNATURE MODIFY","VPONNEQUIN",1275
"26/10/2016 16:46:18","USR:PWR-SWITCHFRAME","VPONNEQUIN",1398
"26/10/2016 16:46:27","USR:ORM.ENHANCEDDETAILSTABCREATED","VPONNEQUIN",1361
"26/10/2016 16:46:43","USR: START CHART","DCHHAGANLAL",411
"26/10/2016 16:46:43","USR:ORM.DISPLAYORDERCATALOGSEARCH","DCHHAGANLAL",465
"26/10/2016 16:48:00","USR:ORM.SIGNORDERS-SAVETODATABASE","DCHHAGANLAL",493
"26/10/2016 16:48:02","USR:MPG.NEW_ORDER_ENTRY.O2 - LOAD COMPONENT","VPONNEQUIN",1342
"26/10/2016 16:48:04","USR: LOADING ORDERS TAB","VPONNEQUIN",1311
"26/10/2016 16:48:05","USR:ORM.LOADORDERPROFILE","VPONNEQUIN",1369
"26/10/2016 16:48:17","USR:ORM.ENHANCEDDETAILSTABCREATED","VPONNEQUIN",1361
"26/10/2016 16:48:52","USR: DYNDOC EXECUTE AUTOTEXT DOCUMENT","LLOCKE",739
"26/10/2016 16:49:30","USR:POWERPLANS.LOAD PLAN DATA","AFRENCH",160
"26/10/2016 16:49:57","USR:MPG.MP_UNIFIED_DRIVER LOAD ENTIRE PAGE","DCHHAGANLAL",444
"26/10/2016 16:49:58","USR: DOCV: LOAD NOTE PROFILE","MLOPEZVIZCARRA",905
"26/10/2016 16:50:03","USR:PWR-SWITCHFRAME","AFRENCH",176
"26/10/2016 16:50:04","USR:PWR-SWITCHFRAME","AFRENCH",176
"26/10/2016 16:50:20","USR: REFRESH ORDERPOE","AFRENCH",63
"26/10/2016 16:50:24","CKPT:WINDOWSSESSIONMONITOR-ALERT","KMEYER008",555
"26/10/2016 16:50:42","USR:PWR-FRAMEWORK CHART OPEN POST-CREATE","AFRENCH",171
"26/10/2016 16:50:43","CAP:MPG VITALS O2 VIEW TYPE","AFRENCH",10
"26/10/2016 16:50:44","USR:MPG.ORDERSELECTION.O2 - LOAD COMPONENT","BMOORE005",284
"26/10/2016 16:50:45","USR:MPG.VIEWPOINT LOAD SWITCH VIEW","BMOORE005",288
"26/10/2016 16:51:14","USR: START CHART","LLOCKE",746
"26/10/2016 16:51:15","CAP:MPG SCRATCHPAD LAUNCH ORDERS FOR SIGNATURE","BMOORE005",201
"26/10/2016 16:51:17","USR:MPG.CONSOL_PROB.O1 - LOAD COMPONENT","LLOCKE",764
"26/10/2016 16:51:17","USR:MPG.NEW_ORDER_ENTRY.O1 - LOAD COMPONENT","LLOCKE",782
"26/10/2016 16:51:25","CKPT:WINDOWSSESSIONMONITOR-ALL","KMEYER008",556
"26/10/2016 16:51:25","CKPT:WINDOWSSESSIONMONITOR-ALL","KMEYER008",556
"26/10/2016 16:51:29","USR:MPG.NEW_ORDER_ENTRY.O1 - LOAD COMPONENT","LLOCKE",782
"26/10/2016 16:51:35","CKPT:WINDOWSSESSIONMONITOR-ALL","BMOORE005",231
"26/10/2016 16:51:36","USR:ORM.SIGNORDERS-NONMEDDUPCHECKDLGONCREATE","VPONNEQUIN",1382
"26/10/2016 16:51:38","USR:PWR-SWITCHFRAME","LLOCKE",850
"26/10/2016 16:51:40","USR:PWR - ESTABLISHING ROLE - COMMIT ROLE","LLOCKE",851
"26/10/2016 16:52:17","USR:ORM.ENHANCEDDETAILSTABCREATED","VPONNEQUIN",1361
"26/10/2016 16:52:22","USR: START CHART","AFRENCH",64
"26/10/2016 16:52:24","USR:PWR.PVINBOX.OPEN CONFIGURATION","MSAMBERG001",1148
"26/10/2016 16:52:43","USR:PWR-SWITCHFRAME","MSAMBERG001",1135
"26/10/2016 16:52:43","USR:MPG.MP_UNIFIED_DRIVER LOAD ENTIRE PAGE","MSAMBERG001",1077
"26/10/2016 16:52:47","USR:MPG.HOME_MEDS.O2 - LOAD COMPONENT","BMOORE005",276
"26/10/2016 16:53:05","USR:ORM.SIGNORDERS-NONMEDDUPCHECKDLGONCREATE","VPONNEQUIN",1382
"26/10/2016 16:53:06","CAP:ORM.SIGNENCOUNTERDIAGNOSES","VPONNEQUIN",1289
"26/10/2016 16:53:06","USR:ORM.SIGNORDERS-INVOKEDISCERN","VPONNEQUIN",1379
"26/10/2016 16:53:53","USR: PROCESS DISCERN ALERTS","DCHHAGANLAL",408
"26/10/2016 16:53:55","USR:ORM.GETTHERAPEUTICSUBSTITUTIONS","VPONNEQUIN",1362
"26/10/2016 16:53:59","USR:PWR-REFRESH VIEW","DCHHAGANLAL",504
"26/10/2016 16:54:25","USR:ORM.SIGNORDERS-NONMEDDUPCHECK","VPONNEQUIN",1381
"26/10/2016 16:54:27","USR:MPG.NEW_ORDER_ENTRY.O1 - LOAD COMPONENT","VPONNEQUIN",1341
"26/10/2016 16:54:43","CAP: DYNDOC HIDE EMPTY SECTIONS","AFRENCH",2
"26/10/2016 16:55:06","USR:ORM.ENHANCEDDETAILSTABCREATED","VPONNEQUIN",1361
"26/10/2016 16:55:08","CAP:MPG LAUNCH MPAGE","MSAMBERG001",1001
"26/10/2016 16:55:13","USR:PWR-CREATE VIEW","AFRENCH",170
"26/10/2016 16:55:21","CAP:MPG SIGN CHIEF COMPLAINT","MSAMBERG001",1011
"26/10/2016 16:55:27","USR:PWR-SWITCHFRAME","AFRENCH",176
"26/10/2016 16:55:27","USR: DYNDOC EXECUTE AUTOTEXT DOCUMENT","MSAMBERG001",1046
"26/10/2016 16:55:45","USR:PWR.PVINBOX.OPEN CONFIGURATION","BMOORE005",354
"26/10/2016 16:56:14","USR:MPG.VITALSIGNS.WF - LOAD COMPONENT","MSAMBERG001",1087
"26/10/2016 16:56:19","USR:PROBDXLIST.LOAD PROFILE","MSAMBERG001",1123
"26/10/2016 16:56:19","USR: START CHART","BMOORE005",247
"26/10/2016 16:56:26","CKPT:WINDOWSSESSIONMONITOR-ALL","KMEYER008",556
"26/10/2016 16:56:49","USR:PWR-SWITCHFRAME","MSAMBERG001",1135
"26/10/2016 16:57:17","USR:ORM.LOADORDERPROFILE","MSAMBERG001",1103
"26/10/2016 16:58:00","USR:ORM.SIGNORDERS-NONMEDDUPCHECKDLGONCREATE","MSAMBERG001",1117
"26/10/2016 16:58:26","CAP:MPG MPAGE VIEWPOINT CLICK ON SCRATCHPAD","MSAMBERG001",1002
"26/10/2016 16:58:29","USR:ORM.GETTHERAPEUTICSUBSTITUTIONS","MSAMBERG001",1100
"26/10/2016 16:58:31","USR:POWERPLANS.SIGN PLANS","MSAMBERG001",1121
"26/10/2016 17:00:09","USR:ORM.SIGNORDERS-NONMEDDUPCHECKDLGONCREATE","MSAMBERG001",1117
"26/10/2016 17:00:14","CKPT:WINDOWSSESSIONMONITOR-ALERT","LLOCKE",721
"26/10/2016 17:00:24","USR:MPG.HOME_MEDS.O2 - LOAD COMPONENT","VPONNEQUIN",1336
"26/10/2016 17:00:29","CAP:ORM.SIGNENCOUNTERDIAGNOSES","DCHHAGANLAL",387
"26/10/2016 17:00:33","USR:POWERPLANS.LOAD PLAN DATA","DCHHAGANLAL",494
"26/10/2016 17:00:58","USR: DOCV: LOAD NOTE PROFILE","BMOORE005",241
"26/10/2016 17:01:00","USR:ORM.ENHANCEDDETAILSTABCREATED","DCHHAGANLAL",467
"26/10/2016 17:01:36","USR: PROCESS DISCERN ALERTS","MLOPEZVIZCARRA",914
"26/10/2016 17:01:39","CAP:MPG VITALS O2 VIEW TYPE","MLOPEZVIZCARRA",886
"26/10/2016 17:02:30","USR:PWR-SWITCHFRAME","MSAMBERG001",1135
"26/10/2016 17:02:40","CKPT:WINDOWSSESSIONMONITOR-ALL","MLOPEZVIZCARRA",898
"26/10/2016 17:02:42","USR:MPG.CONSOL_PROB.O1 - LOAD COMPONENT","VPONNEQUIN",1329
"26/10/2016 17:02:56","USR:ORM.ENHANCEDDETAILSTABCREATED","DCHHAGANLAL",467
"26/10/2016 17:03:08","CAP:MPG SCRATCHPAD ORDERS FOR SIGNATURE DXTABLE","VPONNEQUIN",1274
"26/10/2016 17:03:18","USR:POWERPLANS.SIGN PLANS","DCHHAGANLAL",496
"26/10/2016 17:03:18","USR:ORM.GETTHERAPEUTICSUBSTITUTIONS","VPONNEQUIN",1362
"26/10/2016 17:04:35","USR: START CHART","AFRENCH",64
"26/10/2016 17:04:45","USR:MPG.ORDERPROFILE.O1 - LOAD COMPONENT","AFRENCH",114
"26/10/2016 17:04:46","USR: LOADING ORDERS TAB","AFRENCH",56
"26/10/2016 17:06:36","USR:PWR-SWITCHFRAME","KMEYER008",667
"26/10/2016 17:06:45","CKPT:WINDOWSSESSIONMONITOR-ALL","BMOORE005",231
"26/10/2016 17:07:29","CKPT:WINDOWSSESSIONMONITOR-ALL","KMEYER008",556
"26/10/2016 17:07:29","CKPT:WINDOWSSESSIONMONITOR-ALL","KMEYER008",556
"26/10/2016 17:08:12","USR:PWR-SHOW VIEW","LLOCKE",849
"26/10/2016 17:08:12","USR:PWR-SWITCHFRAME","LLOCKE",850
"26/10/2016 17:08:21","USR:ADHOCCHARTING.TIME IN CREATING CADHOC CHARTING WIND","KMEYER008",574
"26/10/2016 17:08:24","USR: PROCESS DISCERN ALERTS","LLOCKE",743
